replicate_name	sample_name	read1	read2
326-2478_S89	326	326-2478_S89_R1_001.fastq.gz	326-2478_S89_R2_001.fastq.gz
326-H05-2537_S89	326	326-H05-2537_S89_R1_001.fastq.gz	326-H05-2537_S89_R2_001.fastq.gz
326-H05_S89	326	326-H05_S89_R1_001.fastq.gz	326-H05_S89_R2_001.fastq.gz
327-2389_S90	327	327-2389_S90_R1_001.fastq.gz	327-2389_S90_R2_001.fastq.gz
327-2478_S90	327	327-2478_S90_R1_001.fastq.gz	327-2478_S90_R2_001.fastq.gz
327-H06-2537_S90	327	327-H06-2537_S90_R1_001.fastq.gz	327-H06-2537_S90_R2_001.fastq.gz
327-H06_S90	327	327-H06_S90_R1_001.fastq.gz	327-H06_S90_R2_001.fastq.gz
328-2383_S82	328	328-2383_S82_R1_001.fastq.gz	328-2383_S82_R2_001.fastq.gz
328-2536_S82	328	328-2536_S82_R1_001.fastq.gz	328-2536_S82_R2_001.fastq.gz
328-2543_S81	328	328-2543_S81_R1_001.fastq.gz	328-2543_S81_R2_001.fastq.gz
328-2607_S80	328	328-2607_S80_R1_001.fastq.gz	328-2607_S80_R2_001.fastq.gz
329-2068-2_S80	329	329-2068-2_S80_R1_001.fastq.gz	329-2068-2_S80_R2_001.fastq.gz
329-2068-3_S79	329	329-2068-3_S79_R1_001.fastq.gz	329-2068-3_S79_R2_001.fastq.gz
329-2068_S80	329	329-2068_S80_R1_001.fastq.gz	329-2068_S80_R2_001.fastq.gz
329-H10_S93	329	329-H10_S93_R1_001.fastq.gz	329-H10_S93_R2_001.fastq.gz
33-2389_S15	33	33-2389_S15_R1_001.fastq.gz	33-2389_S15_R2_001.fastq.gz
33-2478_S15	33	33-2478_S15_R1_001.fastq.gz	33-2478_S15_R2_001.fastq.gz
33-B03-2537_S15	33	33-B03-2537_S15_R1_001.fastq.gz	33-B03-2537_S15_R2_001.fastq.gz
33-B03_S15	33	33-B03_S15_R1_001.fastq.gz	33-B03_S15_R2_001.fastq.gz
330-2068-2_S88	330	330-2068-2_S88_R1_001.fastq.gz	330-2068-2_S88_R2_001.fastq.gz
330-2068-3_S87	330	330-2068-3_S87_R1_001.fastq.gz	330-2068-3_S87_R2_001.fastq.gz
330-2068_S88	330	330-2068_S88_R1_001.fastq.gz	330-2068_S88_R2_001.fastq.gz
330-H11_S94	330	330-H11_S94_R1_001.fastq.gz	330-H11_S94_R2_001.fastq.gz
331-2383_S83	331	331-2383_S83_R1_001.fastq.gz	331-2383_S83_R2_001.fastq.gz
331-2536_S83	331	331-2536_S83_R1_001.fastq.gz	331-2536_S83_R2_001.fastq.gz
331-2543_S82	331	331-2543_S82_R1_001.fastq.gz	331-2543_S82_R2_001.fastq.gz
331-2607_S81	331	331-2607_S81_R1_001.fastq.gz	331-2607_S81_R2_001.fastq.gz
332-2389_S91	332	332-2389_S91_R1_001.fastq.gz	332-2389_S91_R2_001.fastq.gz
332-2478_S91	332	332-2478_S91_R1_001.fastq.gz	332-2478_S91_R2_001.fastq.gz
332-H07-2537_S91	332	332-H07-2537_S91_R1_001.fastq.gz	332-H07-2537_S91_R2_001.fastq.gz
332-H07_S91	332	332-H07_S91_R1_001.fastq.gz	332-H07_S91_R2_001.fastq.gz
333-2383_S84	333	333-2383_S84_R1_001.fastq.gz	333-2383_S84_R2_001.fastq.gz
333-2536_S84	333	333-2536_S84_R1_001.fastq.gz	333-2536_S84_R2_001.fastq.gz
333-2543_S83	333	333-2543_S83_R1_001.fastq.gz	333-2543_S83_R2_001.fastq.gz
333-2607_S82	333	333-2607_S82_R1_001.fastq.gz	333-2607_S82_R2_001.fastq.gz
335-2389_S92	335	335-2389_S92_R1_001.fastq.gz	335-2389_S92_R2_001.fastq.gz
335-2478_S92	335	335-2478_S92_R1_001.fastq.gz	335-2478_S92_R2_001.fastq.gz
335-H08-2537_S92	335	335-H08-2537_S92_R1_001.fastq.gz	335-H08-2537_S92_R2_001.fastq.gz
335-H08_S92	335	335-H08_S92_R1_001.fastq.gz	335-H08_S92_R2_001.fastq.gz
336-2383_S85	336	336-2383_S85_R1_001.fastq.gz	336-2383_S85_R2_001.fastq.gz
336-2536_S85	336	336-2536_S85_R1_001.fastq.gz	336-2536_S85_R2_001.fastq.gz
336-2543_S84	336	336-2543_S84_R1_001.fastq.gz	336-2543_S84_R2_001.fastq.gz
336-2607_S83	336	336-2607_S83_R1_001.fastq.gz	336-2607_S83_R2_001.fastq.gz
337-2383_S86	337	337-2383_S86_R1_001.fastq.gz	337-2383_S86_R2_001.fastq.gz
337-2536_S86	337	337-2536_S86_R1_001.fastq.gz	337-2536_S86_R2_001.fastq.gz
337-2543_S85	337	337-2543_S85_R1_001.fastq.gz	337-2543_S85_R2_001.fastq.gz
337-2607_S84	337	337-2607_S84_R1_001.fastq.gz	337-2607_S84_R2_001.fastq.gz
338-2383_S87	338	338-2383_S87_R1_001.fastq.gz	338-2383_S87_R2_001.fastq.gz
338-2536_S87	338	338-2536_S87_R1_001.fastq.gz	338-2536_S87_R2_001.fastq.gz
338-2543_S86	338	338-2543_S86_R1_001.fastq.gz	338-2543_S86_R2_001.fastq.gz
338-2607_S85	338	338-2607_S85_R1_001.fastq.gz	338-2607_S85_R2_001.fastq.gz
339-2389_S93	339	339-2389_S93_R1_001.fastq.gz	339-2389_S93_R2_001.fastq.gz
339-2478_S93	339	339-2478_S93_R1_001.fastq.gz	339-2478_S93_R2_001.fastq.gz
339-H09-2537_S93	339	339-H09-2537_S93_R1_001.fastq.gz	339-H09-2537_S93_R2_001.fastq.gz
339-H09_S93	339	339-H09_S93_R1_001.fastq.gz	339-H09_S93_R2_001.fastq.gz
34-2068-2_S73	34	34-2068-2_S73_R1_001.fastq.gz	34-2068-2_S73_R2_001.fastq.gz
34-2068-3_S72	34	34-2068-3_S72_R1_001.fastq.gz	34-2068-3_S72_R2_001.fastq.gz
34-2068_S73	34	34-2068_S73_R1_001.fastq.gz	34-2068_S73_R2_001.fastq.gz
34-A10_S10	34	34-A10_S10_R1_001.fastq.gz	34-A10_S10_R2_001.fastq.gz
340-2389_S94	340	340-2389_S94_R1_001.fastq.gz	340-2389_S94_R2_001.fastq.gz
340-2478_S94	340	340-2478_S94_R1_001.fastq.gz	340-2478_S94_R2_001.fastq.gz
340-H10-2537_S94	340	340-H10-2537_S94_R1_001.fastq.gz	340-H10-2537_S94_R2_001.fastq.gz
340-H10_S94	340	340-H10_S94_R1_001.fastq.gz	340-H10_S94_R2_001.fastq.gz
342-2383_S88	342	342-2383_S88_R1_001.fastq.gz	342-2383_S88_R2_001.fastq.gz
342-2536_S88	342	342-2536_S88_R1_001.fastq.gz	342-2536_S88_R2_001.fastq.gz
342-2543_S87	342	342-2543_S87_R1_001.fastq.gz	342-2543_S87_R2_001.fastq.gz
342-2607_S86	342	342-2607_S86_R1_001.fastq.gz	342-2607_S86_R2_001.fastq.gz
343-2383_S89	343	343-2383_S89_R1_001.fastq.gz	343-2383_S89_R2_001.fastq.gz
343-2536_S89	343	343-2536_S89_R1_001.fastq.gz	343-2536_S89_R2_001.fastq.gz
343-2543_S88	343	343-2543_S88_R1_001.fastq.gz	343-2543_S88_R2_001.fastq.gz
343-2607_S87	343	343-2607_S87_R1_001.fastq.gz	343-2607_S87_R2_001.fastq.gz
344-2068-2_S96	344	344-2068-2_S96_R1_001.fastq.gz	344-2068-2_S96_R2_001.fastq.gz
344-2068-3_S95	344	344-2068-3_S95_R1_001.fastq.gz	344-2068-3_S95_R2_001.fastq.gz
344-2068_S96	344	344-2068_S96_R1_001.fastq.gz	344-2068_S96_R2_001.fastq.gz
344-H12_S95	344	344-H12_S95_R1_001.fastq.gz	344-H12_S95_R2_001.fastq.gz
345-2389_S95	345	345-2389_S95_R1_001.fastq.gz	345-2389_S95_R2_001.fastq.gz
345-2478_S95	345	345-2478_S95_R1_001.fastq.gz	345-2478_S95_R2_001.fastq.gz
345-H11-2537_S95	345	345-H11-2537_S95_R1_001.fastq.gz	345-H11-2537_S95_R2_001.fastq.gz
345-H11_S95	345	345-H11_S95_R1_001.fastq.gz	345-H11_S95_R2_001.fastq.gz
346-2383_S90	346	346-2383_S90_R1_001.fastq.gz	346-2383_S90_R2_001.fastq.gz
346-2536_S90	346	346-2536_S90_R1_001.fastq.gz	346-2536_S90_R2_001.fastq.gz
346-2543_S89	346	346-2543_S89_R1_001.fastq.gz	346-2543_S89_R2_001.fastq.gz
346-2607_S88	346	346-2607_S88_R1_001.fastq.gz	346-2607_S88_R2_001.fastq.gz
349-2383_S91	349	349-2383_S91_R1_001.fastq.gz	349-2383_S91_R2_001.fastq.gz
349-2536_S91	349	349-2536_S91_R1_001.fastq.gz	349-2536_S91_R2_001.fastq.gz
349-2543_S90	349	349-2543_S90_R1_001.fastq.gz	349-2543_S90_R2_001.fastq.gz
349-2607_S89	349	349-2607_S89_R1_001.fastq.gz	349-2607_S89_R2_001.fastq.gz
35-2389_S16	35	35-2389_S16_R1_001.fastq.gz	35-2389_S16_R2_001.fastq.gz
35-2478_S16	35	35-2478_S16_R1_001.fastq.gz	35-2478_S16_R2_001.fastq.gz
35-B04-2537_S16	35	35-B04-2537_S16_R1_001.fastq.gz	35-B04-2537_S16_R2_001.fastq.gz
35-B04_S16	35	35-B04_S16_R1_001.fastq.gz	35-B04_S16_R2_001.fastq.gz
350-2389_S96	350	350-2389_S96_R1_001.fastq.gz	350-2389_S96_R2_001.fastq.gz
350-2478_S96	350	350-2478_S96_R1_001.fastq.gz	350-2478_S96_R2_001.fastq.gz
350-H12-2537_S96	350	350-H12-2537_S96_R1_001.fastq.gz	350-H12-2537_S96_R2_001.fastq.gz
350-H12_S96	350	350-H12_S96_R1_001.fastq.gz	350-H12_S96_R2_001.fastq.gz
351-2383_S92	351	351-2383_S92_R1_001.fastq.gz	351-2383_S92_R2_001.fastq.gz
351-2536_S92	351	351-2536_S92_R1_001.fastq.gz	351-2536_S92_R2_001.fastq.gz
351-2543_S91	351	351-2543_S91_R1_001.fastq.gz	351-2543_S91_R2_001.fastq.gz
351-2607_S90	351	351-2607_S90_R1_001.fastq.gz	351-2607_S90_R2_001.fastq.gz
352-2383_S93	352	352-2383_S93_R1_001.fastq.gz	352-2383_S93_R2_001.fastq.gz
352-2536_S93	352	352-2536_S93_R1_001.fastq.gz	352-2536_S93_R2_001.fastq.gz
352-2543_S92	352	352-2543_S92_R1_001.fastq.gz	352-2543_S92_R2_001.fastq.gz
352-2607_S91	352	352-2607_S91_R1_001.fastq.gz	352-2607_S91_R2_001.fastq.gz
355-2383_S94	355	355-2383_S94_R1_001.fastq.gz	355-2383_S94_R2_001.fastq.gz
355-2536_S94	355	355-2536_S94_R1_001.fastq.gz	355-2536_S94_R2_001.fastq.gz
355-2543_S93	355	355-2543_S93_R1_001.fastq.gz	355-2543_S93_R2_001.fastq.gz
355-2607_S92	355	355-2607_S92_R1_001.fastq.gz	355-2607_S92_R2_001.fastq.gz
36-2389_S17	36	36-2389_S17_R1_001.fastq.gz	36-2389_S17_R2_001.fastq.gz
36-2478_S17	36	36-2478_S17_R1_001.fastq.gz	36-2478_S17_R2_001.fastq.gz
36-B05-2537_S17	36	36-B05-2537_S17_R1_001.fastq.gz	36-B05-2537_S17_R2_001.fastq.gz
36-B05_S17	36	36-B05_S17_R1_001.fastq.gz	36-B05_S17_R2_001.fastq.gz
37-2383_S7	37	37-2383_S7_R1_001.fastq.gz	37-2383_S7_R2_001.fastq.gz
37-2536_S7	37	37-2536_S7_R1_001.fastq.gz	37-2536_S7_R2_001.fastq.gz
39-2389_S18	39	39-2389_S18_R1_001.fastq.gz	39-2389_S18_R2_001.fastq.gz
39-2478_S18	39	39-2478_S18_R1_001.fastq.gz	39-2478_S18_R2_001.fastq.gz
39-B06-2537_S18	39	39-B06-2537_S18_R1_001.fastq.gz	39-B06-2537_S18_R2_001.fastq.gz
39-B06_S18	39	39-B06_S18_R1_001.fastq.gz	39-B06_S18_R2_001.fastq.gz
4-2389_S2	4	4-2389_S2_R1_001.fastq.gz	4-2389_S2_R2_001.fastq.gz
4-2478_S2	4	4-2478_S2_R1_001.fastq.gz	4-2478_S2_R2_001.fastq.gz
4-A02-2537_S2	4	4-A02-2537_S2_R1_001.fastq.gz	4-A02-2537_S2_R2_001.fastq.gz
4-A02_S2	4	4-A02_S2_R1_001.fastq.gz	4-A02_S2_R2_001.fastq.gz
40-2383_S8	40	40-2383_S8_R1_001.fastq.gz	40-2383_S8_R2_001.fastq.gz
40-2536_S8	40	40-2536_S8_R1_001.fastq.gz	40-2536_S8_R2_001.fastq.gz
40-2543_S7	40	40-2543_S7_R1_001.fastq.gz	40-2543_S7_R2_001.fastq.gz
40-2607_S7	40	40-2607_S7_R1_001.fastq.gz	40-2607_S7_R2_001.fastq.gz
41-2389_S19	41	41-2389_S19_R1_001.fastq.gz	41-2389_S19_R2_001.fastq.gz
41-2478_S19	41	41-2478_S19_R1_001.fastq.gz	41-2478_S19_R2_001.fastq.gz
41-B07-2537_S19	41	41-B07-2537_S19_R1_001.fastq.gz	41-B07-2537_S19_R2_001.fastq.gz
41-B07_S19	41	41-B07_S19_R1_001.fastq.gz	41-B07_S19_R2_001.fastq.gz
42-2383_S9	42	42-2383_S9_R1_001.fastq.gz	42-2383_S9_R2_001.fastq.gz
42-2536_S9	42	42-2536_S9_R1_001.fastq.gz	42-2536_S9_R2_001.fastq.gz
42-2543_S8	42	42-2543_S8_R1_001.fastq.gz	42-2543_S8_R2_001.fastq.gz
42-2607_S8	42	42-2607_S8_R1_001.fastq.gz	42-2607_S8_R2_001.fastq.gz
43-2068-2_S81	43	43-2068-2_S81_R1_001.fastq.gz	43-2068-2_S81_R2_001.fastq.gz
43-2068-3_S80	43	43-2068-3_S80_R1_001.fastq.gz	43-2068-3_S80_R2_001.fastq.gz
43-2068_S81	43	43-2068_S81_R1_001.fastq.gz	43-2068_S81_R2_001.fastq.gz
43-A11_S11	43	43-A11_S11_R1_001.fastq.gz	43-A11_S11_R2_001.fastq.gz
44-2068-2_S89	44	44-2068-2_S89_R1_001.fastq.gz	44-2068-2_S89_R2_001.fastq.gz
44-2068-3_S88	44	44-2068-3_S88_R1_001.fastq.gz	44-2068-3_S88_R2_001.fastq.gz
44-2068_S89	44	44-2068_S89_R1_001.fastq.gz	44-2068_S89_R2_001.fastq.gz
44-A12_S12	44	44-A12_S12_R1_001.fastq.gz	44-A12_S12_R2_001.fastq.gz
45-2383_S10	45	45-2383_S10_R1_001.fastq.gz	45-2383_S10_R2_001.fastq.gz
45-2536_S10	45	45-2536_S10_R1_001.fastq.gz	45-2536_S10_R2_001.fastq.gz
45-2543_S9	45	45-2543_S9_R1_001.fastq.gz	45-2543_S9_R2_001.fastq.gz
45-2607_S9	45	45-2607_S9_R1_001.fastq.gz	45-2607_S9_R2_001.fastq.gz
46-2389_S20	46	46-2389_S20_R1_001.fastq.gz	46-2389_S20_R2_001.fastq.gz
46-2478_S20	46	46-2478_S20_R1_001.fastq.gz	46-2478_S20_R2_001.fastq.gz
46-B08-2537_S20	46	46-B08-2537_S20_R1_001.fastq.gz	46-B08-2537_S20_R2_001.fastq.gz
46-B08_S20	46	46-B08_S20_R1_001.fastq.gz	46-B08_S20_R2_001.fastq.gz
47-2389_S21	47	47-2389_S21_R1_001.fastq.gz	47-2389_S21_R2_001.fastq.gz
47-2478_S21	47	47-2478_S21_R1_001.fastq.gz	47-2478_S21_R2_001.fastq.gz
47-B09-2537_S21	47	47-B09-2537_S21_R1_001.fastq.gz	47-B09-2537_S21_R2_001.fastq.gz
47-B09_S21	47	47-B09_S21_R1_001.fastq.gz	47-B09_S21_R2_001.fastq.gz
49-2389_S22	49	49-2389_S22_R1_001.fastq.gz	49-2389_S22_R2_001.fastq.gz
49-2478_S22	49	49-2478_S22_R1_001.fastq.gz	49-2478_S22_R2_001.fastq.gz
49-B10-2537_S22	49	49-B10-2537_S22_R1_001.fastq.gz	49-B10-2537_S22_R2_001.fastq.gz
49-B10_S22	49	49-B10_S22_R1_001.fastq.gz	49-B10_S22_R2_001.fastq.gz
5-2068-2_S9	5	5-2068-2_S9_R1_001.fastq.gz	5-2068-2_S9_R2_001.fastq.gz
5-2068-3_S9	5	5-2068-3_S9_R1_001.fastq.gz	5-2068-3_S9_R2_001.fastq.gz
5-2068_S9	5	5-2068_S9_R1_001.fastq.gz	5-2068_S9_R2_001.fastq.gz
5-A02_S2	5	5-A02_S2_R1_001.fastq.gz	5-A02_S2_R2_001.fastq.gz
50-2389_S23	50	50-2389_S23_R1_001.fastq.gz	50-2389_S23_R2_001.fastq.gz
50-2478_S23	50	50-2478_S23_R1_001.fastq.gz	50-2478_S23_R2_001.fastq.gz
50-B11-2537_S23	50	50-B11-2537_S23_R1_001.fastq.gz	50-B11-2537_S23_R2_001.fastq.gz
50-B11_S23	50	50-B11_S23_R1_001.fastq.gz	50-B11_S23_R2_001.fastq.gz
51-2383_S11	51	51-2383_S11_R1_001.fastq.gz	51-2383_S11_R2_001.fastq.gz
51-2536_S11	51	51-2536_S11_R1_001.fastq.gz	51-2536_S11_R2_001.fastq.gz
51-2543_S10	51	51-2543_S10_R1_001.fastq.gz	51-2543_S10_R2_001.fastq.gz
51-2607_S10	51	51-2607_S10_R1_001.fastq.gz	51-2607_S10_R2_001.fastq.gz
52-2068-2_S2	52	52-2068-2_S2_R1_001.fastq.gz	52-2068-2_S2_R2_001.fastq.gz
52-2068-3_S2	52	52-2068-3_S2_R1_001.fastq.gz	52-2068-3_S2_R2_001.fastq.gz
52-2068_S2	52	52-2068_S2_R1_001.fastq.gz	52-2068_S2_R2_001.fastq.gz
52-B01_S13	52	52-B01_S13_R1_001.fastq.gz	52-B01_S13_R2_001.fastq.gz
54-2068-2_S10	54	54-2068-2_S10_R1_001.fastq.gz	54-2068-2_S10_R2_001.fastq.gz
54-2068-3_S10	54	54-2068-3_S10_R1_001.fastq.gz	54-2068-3_S10_R2_001.fastq.gz
54-2068_S10	54	54-2068_S10_R1_001.fastq.gz	54-2068_S10_R2_001.fastq.gz
54-B02_S14	54	54-B02_S14_R1_001.fastq.gz	54-B02_S14_R2_001.fastq.gz
55-2383_S12	55	55-2383_S12_R1_001.fastq.gz	55-2383_S12_R2_001.fastq.gz
55-2536_S12	55	55-2536_S12_R1_001.fastq.gz	55-2536_S12_R2_001.fastq.gz
55-2543_S11	55	55-2543_S11_R1_001.fastq.gz	55-2543_S11_R2_001.fastq.gz
55-2607_S11	55	55-2607_S11_R1_001.fastq.gz	55-2607_S11_R2_001.fastq.gz
56-2383_S13	56	56-2383_S13_R1_001.fastq.gz	56-2383_S13_R2_001.fastq.gz
56-2536_S13	56	56-2536_S13_R1_001.fastq.gz	56-2536_S13_R2_001.fastq.gz
56-2543_S12	56	56-2543_S12_R1_001.fastq.gz	56-2543_S12_R2_001.fastq.gz
56-2607_S12	56	56-2607_S12_R1_001.fastq.gz	56-2607_S12_R2_001.fastq.gz
57-2383_S14	57	57-2383_S14_R1_001.fastq.gz	57-2383_S14_R2_001.fastq.gz
57-2536_S14	57	57-2536_S14_R1_001.fastq.gz	57-2536_S14_R2_001.fastq.gz
57-2543_S13	57	57-2543_S13_R1_001.fastq.gz	57-2543_S13_R2_001.fastq.gz
57-2607_S13	57	57-2607_S13_R1_001.fastq.gz	57-2607_S13_R2_001.fastq.gz
6-2068-2_S17	6	6-2068-2_S17_R1_001.fastq.gz	6-2068-2_S17_R2_001.fastq.gz
6-2068-3_S17	6	6-2068-3_S17_R1_001.fastq.gz	6-2068-3_S17_R2_001.fastq.gz
6-2068_S17	6	6-2068_S17_R1_001.fastq.gz	6-2068_S17_R2_001.fastq.gz
6-A03_S3	6	6-A03_S3_R1_001.fastq.gz	6-A03_S3_R2_001.fastq.gz
60-2068-2_S18	60	60-2068-2_S18_R1_001.fastq.gz	60-2068-2_S18_R2_001.fastq.gz
60-2068-3_S18	60	60-2068-3_S18_R1_001.fastq.gz	60-2068-3_S18_R2_001.fastq.gz
60-2068_S18	60	60-2068_S18_R1_001.fastq.gz	60-2068_S18_R2_001.fastq.gz
60-B03_S15	60	60-B03_S15_R1_001.fastq.gz	60-B03_S15_R2_001.fastq.gz
62-2068-2_S26	62	62-2068-2_S26_R1_001.fastq.gz	62-2068-2_S26_R2_001.fastq.gz
62-2068-3_S26	62	62-2068-3_S26_R1_001.fastq.gz	62-2068-3_S26_R2_001.fastq.gz
62-2068_S26	62	62-2068_S26_R1_001.fastq.gz	62-2068_S26_R2_001.fastq.gz
62-B04_S16	62	62-B04_S16_R1_001.fastq.gz	62-B04_S16_R2_001.fastq.gz
63-2383_S15	63	63-2383_S15_R1_001.fastq.gz	63-2383_S15_R2_001.fastq.gz
63-2536_S15	63	63-2536_S15_R1_001.fastq.gz	63-2536_S15_R2_001.fastq.gz
63-2543_S14	63	63-2543_S14_R1_001.fastq.gz	63-2543_S14_R2_001.fastq.gz
63-2607_S14	63	63-2607_S14_R1_001.fastq.gz	63-2607_S14_R2_001.fastq.gz
64-2389_S24	64	64-2389_S24_R1_001.fastq.gz	64-2389_S24_R2_001.fastq.gz
64-2478_S24	64	64-2478_S24_R1_001.fastq.gz	64-2478_S24_R2_001.fastq.gz
64-B12-2537_S24	64	64-B12-2537_S24_R1_001.fastq.gz	64-B12-2537_S24_R2_001.fastq.gz
64-B12_S24	64	64-B12_S24_R1_001.fastq.gz	64-B12_S24_R2_001.fastq.gz
66-2389_S25	66	66-2389_S25_R1_001.fastq.gz	66-2389_S25_R2_001.fastq.gz
66-2478_S25	66	66-2478_S25_R1_001.fastq.gz	66-2478_S25_R2_001.fastq.gz
66-C01-2537_S25	66	66-C01-2537_S25_R1_001.fastq.gz	66-C01-2537_S25_R2_001.fastq.gz
66-C01_S25	66	66-C01_S25_R1_001.fastq.gz	66-C01_S25_R2_001.fastq.gz
67-2068-2_S34	67	67-2068-2_S34_R1_001.fastq.gz	67-2068-2_S34_R2_001.fastq.gz
67-2068-3_S33	67	67-2068-3_S33_R1_001.fastq.gz	67-2068-3_S33_R2_001.fastq.gz
67-2068_S34	67	67-2068_S34_R1_001.fastq.gz	67-2068_S34_R2_001.fastq.gz
67-B05_S17	67	67-B05_S17_R1_001.fastq.gz	67-B05_S17_R2_001.fastq.gz
68-2068-2_S42	68	68-2068-2_S42_R1_001.fastq.gz	68-2068-2_S42_R2_001.fastq.gz
68-2068-3_S41	68	68-2068-3_S41_R1_001.fastq.gz	68-2068-3_S41_R2_001.fastq.gz
68-2068_S42	68	68-2068_S42_R1_001.fastq.gz	68-2068_S42_R2_001.fastq.gz
68-B06_S18	68	68-B06_S18_R1_001.fastq.gz	68-B06_S18_R2_001.fastq.gz
69-2389_S26	69	69-2389_S26_R1_001.fastq.gz	69-2389_S26_R2_001.fastq.gz
69-2478_S26	69	69-2478_S26_R1_001.fastq.gz	69-2478_S26_R2_001.fastq.gz
69-C02-2537_S26	69	69-C02-2537_S26_R1_001.fastq.gz	69-C02-2537_S26_R2_001.fastq.gz
69-C02_S26	69	69-C02_S26_R1_001.fastq.gz	69-C02_S26_R2_001.fastq.gz
7-2068-2_S25	7	7-2068-2_S25_R1_001.fastq.gz	7-2068-2_S25_R2_001.fastq.gz
7-2068-3_S25	7	7-2068-3_S25_R1_001.fastq.gz	7-2068-3_S25_R2_001.fastq.gz
7-2068_S25	7	7-2068_S25_R1_001.fastq.gz	7-2068_S25_R2_001.fastq.gz
7-A04_S4	7	7-A04_S4_R1_001.fastq.gz	7-A04_S4_R2_001.fastq.gz
70-2068-2_S50	70	70-2068-2_S50_R1_001.fastq.gz	70-2068-2_S50_R2_001.fastq.gz
70-2068-3_S49	70	70-2068-3_S49_R1_001.fastq.gz	70-2068-3_S49_R2_001.fastq.gz
70-2068_S50	70	70-2068_S50_R1_001.fastq.gz	70-2068_S50_R2_001.fastq.gz
70-B07_S19	70	70-B07_S19_R1_001.fastq.gz	70-B07_S19_R2_001.fastq.gz
71-2068-2_S58	71	71-2068-2_S58_R1_001.fastq.gz	71-2068-2_S58_R2_001.fastq.gz
71-2068-3_S57	71	71-2068-3_S57_R1_001.fastq.gz	71-2068-3_S57_R2_001.fastq.gz
71-2068_S58	71	71-2068_S58_R1_001.fastq.gz	71-2068_S58_R2_001.fastq.gz
71-B08_S20	71	71-B08_S20_R1_001.fastq.gz	71-B08_S20_R2_001.fastq.gz
72-2068-2_S66	72	72-2068-2_S66_R1_001.fastq.gz	72-2068-2_S66_R2_001.fastq.gz
72-2068-3_S65	72	72-2068-3_S65_R1_001.fastq.gz	72-2068-3_S65_R2_001.fastq.gz
72-2068_S66	72	72-2068_S66_R1_001.fastq.gz	72-2068_S66_R2_001.fastq.gz
72-B09_S21	72	72-B09_S21_R1_001.fastq.gz	72-B09_S21_R2_001.fastq.gz
73-2068-2_S74	73	73-2068-2_S74_R1_001.fastq.gz	73-2068-2_S74_R2_001.fastq.gz
73-2068-3_S73	73	73-2068-3_S73_R1_001.fastq.gz	73-2068-3_S73_R2_001.fastq.gz
73-2068_S74	73	73-2068_S74_R1_001.fastq.gz	73-2068_S74_R2_001.fastq.gz
73-B10_S22	73	73-B10_S22_R1_001.fastq.gz	73-B10_S22_R2_001.fastq.gz
74-2389_S27	74	74-2389_S27_R1_001.fastq.gz	74-2389_S27_R2_001.fastq.gz
74-2478_S27	74	74-2478_S27_R1_001.fastq.gz	74-2478_S27_R2_001.fastq.gz
74-C03-2537_S27	74	74-C03-2537_S27_R1_001.fastq.gz	74-C03-2537_S27_R2_001.fastq.gz
74-C03_S27	74	74-C03_S27_R1_001.fastq.gz	74-C03_S27_R2_001.fastq.gz
75-2068-2_S82	75	75-2068-2_S82_R1_001.fastq.gz	75-2068-2_S82_R2_001.fastq.gz
75-2068-3_S81	75	75-2068-3_S81_R1_001.fastq.gz	75-2068-3_S81_R2_001.fastq.gz
75-2068_S82	75	75-2068_S82_R1_001.fastq.gz	75-2068_S82_R2_001.fastq.gz
75-B11_S23	75	75-B11_S23_R1_001.fastq.gz	75-B11_S23_R2_001.fastq.gz
77-2068-2_S90	77	77-2068-2_S90_R1_001.fastq.gz	77-2068-2_S90_R2_001.fastq.gz
77-2068-3_S89	77	77-2068-3_S89_R1_001.fastq.gz	77-2068-3_S89_R2_001.fastq.gz
77-2068_S90	77	77-2068_S90_R1_001.fastq.gz	77-2068_S90_R2_001.fastq.gz
77-B12_S24	77	77-B12_S24_R1_001.fastq.gz	77-B12_S24_R2_001.fastq.gz
8-2389_S3	8	8-2389_S3_R1_001.fastq.gz	8-2389_S3_R2_001.fastq.gz
8-2478_S3	8	8-2478_S3_R1_001.fastq.gz	8-2478_S3_R2_001.fastq.gz
8-A03-2537_S3	8	8-A03-2537_S3_R1_001.fastq.gz	8-A03-2537_S3_R2_001.fastq.gz
8-A03_S3	8	8-A03_S3_R1_001.fastq.gz	8-A03_S3_R2_001.fastq.gz
82-2389_S28	82	82-2389_S28_R1_001.fastq.gz	82-2389_S28_R2_001.fastq.gz
82-2478_S28	82	82-2478_S28_R1_001.fastq.gz	82-2478_S28_R2_001.fastq.gz
82-C04-2537_S28	82	82-C04-2537_S28_R1_001.fastq.gz	82-C04-2537_S28_R2_001.fastq.gz
82-C04_S28	82	82-C04_S28_R1_001.fastq.gz	82-C04_S28_R2_001.fastq.gz
83-2383_S16	83	83-2383_S16_R1_001.fastq.gz	83-2383_S16_R2_001.fastq.gz
83-2536_S16	83	83-2536_S16_R1_001.fastq.gz	83-2536_S16_R2_001.fastq.gz
83-2543_S15	83	83-2543_S15_R1_001.fastq.gz	83-2543_S15_R2_001.fastq.gz
83-2607_S15	83	83-2607_S15_R1_001.fastq.gz	83-2607_S15_R2_001.fastq.gz
84-2389_S29	84	84-2389_S29_R1_001.fastq.gz	84-2389_S29_R2_001.fastq.gz
